Board Number|Board Name|School Number|School Name|School Type|School Level|School Language|Junior Kindergarten Enrolment|Kindergarten Enrolment|Grade 1 Enrolment|Grade 2 Enrolment|Grade 3 Enrolment|Grade 4 Enrolment|Grade 5 Enrolment|Grade 6 Enrolment|Grade 7 Enrolment|Grade 8 Enrolment|Grade 9 Enrolment|Grade 10 Enrolment|Grade 11 Enrolment|Grade 12 Enrolment
B67008|Bruce-Grey CDSB|776602|St Basil's Separate School|Catholic|Elementary|English|85|100|100|90||||||||||
B67008|Bruce-Grey CDSB|751464|St Joseph's School|Catholic|Elementary|English|30|30|15|15|30|15|25|20|15|30||||
B67008|Bruce-Grey CDSB|776599|St Mary's High School|Catholic|Secondary|English|||||||||||210|245|210|320
B67008|Bruce-Grey CDSB|705098|St Peter's & St Paul's Separate School|Catholic|Elementary|English|10|15|15|<10|15|15|10|10|15|20||||
B67008|Bruce-Grey CDSB|732800|St Teresa of Calcutta Catholic School|Catholic|Elementary|English|25|45|30|35|30|25|25|20|25|20||||
B67172|CDSB of Eastern Ontario|689610|Bishop Macdonell Separate School|Catholic|Elementary|English|50|40|55|40|40|40|40|40||||||
B67172|CDSB of Eastern Ontario|715131|Holy Cross School|Catholic|Elementary|English|55|70|55|55|80|70|80|80||||||
B67172|CDSB of Eastern Ontario|828203|Holy Name of Mary Separate School|Catholic|Elementary|English|35|45|45|45|40|40|40|40|35|20||||
B67172|CDSB of Eastern Ontario|821553|Holy Trinity Catholic Elementary School|Catholic|Elementary|English|||||||||70|60||||
B67172|CDSB of Eastern Ontario|715190|Holy Trinity Catholic Secondary School|Catholic|Secondary|English|||||||||||125|125|130|150
B67172|CDSB of Eastern Ontario|696269|Iona Academy|Catholic|Elementary|English|20|20|20|20|15|10|15|15|10|25||||
B67172|CDSB of Eastern Ontario|691127|J L Jordan Separate School|Catholic|Elementary|English|25|25|15|15|10|10|20|<10||||||
B67172|CDSB of Eastern Ontario|753670|Mother Teresa Catholic School|Catholic|Elementary|English|50|50|60|55|50|50|50|80||||||
B67172|CDSB of Eastern Ontario|736457|Notre Dame Catholic High School|Catholic|Secondary|English|||||||||||110|140|130|120
B67172|CDSB of Eastern Ontario|697630|Notre Dame Catholic Separate School|Catholic|Elementary|English|||||||||115|90||||
B67172|CDSB of Eastern Ontario|741361|Our Lady of Good Counsel Separate School|Catholic|Elementary|English|35|30|25|25|25|35|30|15|25|20||||
B67172|CDSB of Eastern Ontario|750646|Pope John Paul II Regional Elementary School|Catholic|Elementary|English|25|30|20|30|25|25|30|25||||||
B67172|CDSB of Eastern Ontario|759040|Sacred Heart School|Catholic|Elementary|English|60|50|45|40|50|60|65|60||||||
B67172|CDSB of Eastern Ontario|758787|Sacred Heart of Jesus Separate School|Catholic|Elementary|English|10|<10|<10|10|<10|15|<10|10|<10|<10||||
B67172|CDSB of Eastern Ontario|769312|St Andrew's Separate School|Catholic|Elementary|English|20|15|15|20|20|25|20|25|30|25||||
B67172|CDSB of Eastern Ontario|771651|St Anne's School|Catholic|Elementary|English|30|25|30|35|30|40|30|30||||||
B67172|CDSB of Eastern Ontario|788686|St Edward's School|Catholic|Elementary|English|<10|10|<10|<10|10|10|<10|<10|<10|<10||||
B67172|CDSB of Eastern Ontario|806102|St Finnan's Catholic School|Catholic|Elementary|English|10|10|<10|15|10|15|10|<10|10|10||||
B67172|CDSB of Eastern Ontario|751502|St Francis Xavier Catholic High School|Catholic|Secondary|English|||||||||||65|60|70|55
B67172|CDSB of Eastern Ontario|792365|St Francis Xavier Elementary School|Catholic|Elementary|English|||||||||60|60||||
B67172|CDSB of Eastern Ontario|792322|St Francis Xavier Separate School|Catholic|Elementary|English|10|20|<10|10|10|10|<10|15||||||
B67172|CDSB of Eastern Ontario|791938|St Francis de Sales Separate School|Catholic|Elementary|English|70|50|60|55|45|45|40|40||||||
B67172|CDSB of Eastern Ontario|803022|St John Bosco Catholic School|Catholic|Elementary|English|30|45|35|45|40|35|45|50||||||
B67172|CDSB of Eastern Ontario|804800|St John Catholic High School|Catholic|Secondary|English|||||||||||70|80|110|90
B67172|CDSB of Eastern Ontario|802700|St John Elementary School|Catholic|Elementary|English|35|45|45|45|40|50|35|55||||||
B67172|CDSB of Eastern Ontario|806277|St Joseph's Secondary School|Catholic|Secondary|English|||||||||||175|160|165|210
B67172|CDSB of Eastern Ontario|725374|St Joseph's Separate School|Catholic|Elementary|English|15|20|20|15|20|25|15|20|20|15||||
B67172|CDSB of Eastern Ontario|813907|St Joseph's Separate School|Catholic|Elementary|English|25|30|30|40|35|40|30|45|25|15||||
B67172|CDSB of Eastern Ontario|736201|St Jude's Catholic Elementary School|Catholic|Elementary|English|25|15|30|30|25|25|40|20|35|15||||
B67172|CDSB of Eastern Ontario|824593|St Mary's High School|Catholic|Secondary|English|||||||||||140|110|100|115
B67172|CDSB of Eastern Ontario|828874|St Mary's Separate School|Catholic|Elementary|English||||||100|85|90||||||
B67172|CDSB of Eastern Ontario|828726|St Mary's Separate School|Catholic|Elementary|English|||||||||65|70||||
B67172|CDSB of Eastern Ontario|828980|St Mary's Separate School|Catholic|Elementary|English|35|20|20|30|25|25|30|20||||||
B67172|CDSB of Eastern Ontario|830283|St Mary-St Cecilia Catholic School|Catholic|Elementary|English|25|20|25|25|20|35|25|20|25|25||||
B67172|CDSB of Eastern Ontario|726176|St Matthew Catholic Secondary School|Catholic|Secondary|English|||||||||||20|25|30|35
B67172|CDSB of Eastern Ontario|832502|St Michael Elementary School|Catholic|Elementary|English|||||||||105|110||||
B67172|CDSB of Eastern Ontario|832480|St Michael High School|Catholic|Secondary|English|||||||||||115|90|125|125
B67172|CDSB of Eastern Ontario|753602|St Patrick Catholic Elementary School|Catholic|Elementary|English|35|30|35|45|35|55|30|40||||||
B67172|CDSB of Eastern Ontario|844713|St Peter's School|Catholic|Elementary|English|15|20|25|25|20|15|35|25||||||
B67172|CDSB of Eastern Ontario|773450|St. Gregory Catholic School|Catholic|Elementary|English|100|75|105|75|105|||||||||
B67172|CDSB of Eastern Ontario|745698|St. James Catholic Education Centre High School|Catholic|Secondary|English|||||||||||<10|<10|<10|<10
B67172|CDSB of Eastern Ontario|680764|St. John Intermediate School|Catholic|Elementary|English|||||||||90|90||||
B67172|CDSB of Eastern Ontario|767431|St. Joseph Intermediate Catholic School|Catholic|Elementary|English|||||||||125|135||||
B67172|CDSB of Eastern Ontario|803065|St. Luke Catholic High School|Catholic|Secondary|English|||||||||||25|15|25|25
B67172|CDSB of Eastern Ontario|818968|St. Luke Catholic School|Catholic|Elementary|English|||||||||25|25||||
B67172|CDSB of Eastern Ontario|814555|St. Mark Catholic School|Catholic|Elementary|English|45|30|45|40|30|30|50|40|40|40||||
B67172|CDSB of Eastern Ontario|765428|St. Matthew Catholic Elementary School|Catholic|Elementary|English|||||||||25|25||||
B67172|CDSB of Eastern Ontario|733067|St. Thomas Aquinas Catholic High School|Catholic|Secondary|English|||||||||||135|120|110|100
B67172|CDSB of Eastern Ontario|773026|St. Thomas Aquinas Catholic School|Catholic|Elementary|English|||||||||130|120||||
B66311|CEP de l'Est de l'Ontario|488291|Ecole elementaire publique Carrefour Jeunesse|Public|Elementary|French|55|50|55|55|45|50|55|55||||||
B66311|CEP de l'Est de l'Ontario|412597|Ecole elementaire publique Charlotte Lemieux|Public|Elementary|French|55|70|50|70|80|65|45|55||||||
B66311|CEP de l'Est de l'Ontario|000230|Ecole elementaire publique Cite Jeunesse|Public|Elementary|French|50|50|50|45|40|40|35|35||||||
B66311|CEP de l'Est de l'Ontario|079839|Ecole elementaire publique De la Riviere Castor|Public|Elementary|French|45|30|40|30|35|25|30|25||||||
B66311|CEP de l'Est de l'Ontario|138681|Ecole elementaire publique De la Salle|Public|Elementary|French|||||||||275|285||||
B66311|CEP de l'Est de l'Ontario|417726|Ecole elementaire publique Des Sentiers|Public|Elementary|French|45|40|55|55|50|50|65|60||||||
B66311|CEP de l'Est de l'Ontario|419796|Ecole elementaire publique Francojeunesse|Public|Elementary|French|75|85|75|75|80|95|70|90||||||
B66311|CEP de l'Est de l'Ontario|204986|Ecole elementaire publique Gabrielle-Roy|Public|Elementary|French|50|70|70|70|65|75|65|65||||||
B66311|CEP de l'Est de l'Ontario|215970|Ecole elementaire publique Gisele-Lalonde|Public|Elementary|French|||||||||170|215||||
B66311|CEP de l'Est de l'Ontario|194239|Ecole elementaire publique Jeanne-Sauve|Public|Elementary|French|50|60|45|65|50|65|65|55||||||
B66311|CEP de l'Est de l'Ontario|287180|Ecole elementaire publique Julie-Payette|Public|Elementary|French|55|65|65|60|75|65|70|75|45|30||||
B66311|CEP de l'Est de l'Ontario|196502|Ecole elementaire publique L'Academie de la Seigneurie|Public|Elementary|French|20|20|15|20|20|30|30|20|20|30||||
B66311|CEP de l'Est de l'Ontario|439568|Ecole elementaire publique L'Equinoxe|Public|Elementary|French|40|35|50|40|30|35|25|25|20|15||||
B66311|CEP de l'Est de l'Ontario|302864|Ecole elementaire publique L'Heritage|Public|Elementary|French|||||||||45|20||||
B66311|CEP de l'Est de l'Ontario|156108|Ecole elementaire publique L'Odyssee|Public|Elementary|French|50|70|55|70|75|85|65|75||||||
B66311|CEP de l'Est de l'Ontario|540030|Ecole elementaire publique Le Prelude|Public|Elementary|French|45|35|65|45|50|65|45|70||||||
B66311|CEP de l'Est de l'Ontario|313190|Ecole elementaire publique Le Sommet|Public|Elementary|French|||||||||50|80||||
B66311|CEP de l'Est de l'Ontario|323187|Ecole elementaire publique Louis-Riel|Public|Elementary|French|||||||||190|160||||
B66311|CEP de l'Est de l'Ontario|242420|Ecole elementaire publique Louise-Arbour|Public|Elementary|French|40|35|40|30|20|10|25|15||||||
B66311|CEP de l'Est de l'Ontario|384771|Ecole elementaire publique Madeleine-de-Roybon|Public|Elementary|French|50|70|55|75|60|60|50|60||||||
B66311|CEP de l'Est de l'Ontario|167811|Ecole elementaire publique Mamawi|Public|Elementary|French|20|15|25|25|25|25|20|25||||||
B66311|CEP de l'Est de l'Ontario|488550|Ecole elementaire publique Marc-Garneau|Public|Elementary|French|||||||||35|30||||
B66311|CEP de l'Est de l'Ontario|164852|Ecole elementaire publique Marie-Curie|Public|Elementary|French|40|50|45|45|35|40|40|45||||||
B66311|CEP de l'Est de l'Ontario|247352|Ecole elementaire publique Maurice-Lapointe|Public|Elementary|French|60|80|90|85|60|60|65|70|70|75||||
B66311|CEP de l'Est de l'Ontario|156051|Ecole elementaire publique Mauril-Belanger|Public|Elementary|French|20|25|25|25|25|30|25|20||||||
B66311|CEP de l'Est de l'Ontario|327445|Ecole elementaire publique Michaelle-Jean|Public|Elementary|French|80|85|90|90|85|95|90|75||||||
B66311|CEP de l'Est de l'Ontario|530457|Ecole elementaire publique Michel-Dupuis|Public|Elementary|French|40|45|60|40|25|40|40|30|20|20||||
B66311|CEP de l'Est de l'Ontario|064491|Ecole elementaire publique Mille-Iles|Public|Elementary|French|||||||||25|30||||
B66311|CEP de l'Est de l'Ontario|250627|Ecole elementaire publique Nouvel Horizon|Public|Elementary|French|30|35|40|40|35|35|35|40||||||
B66311|CEP de l'Est de l'Ontario|156035|Ecole elementaire publique Omer-Deslauriers|Public|Elementary|French|||||||||120|120||||
B66311|CEP de l'Est de l'Ontario|208944|Ecole elementaire publique Riviere-Rideau|Public|Elementary|French|25|25|20|25|20|20|10|15||||||
B66311|CEP de l'Est de l'Ontario|383392|Ecole elementaire publique Rose des Vents|Public|Elementary|French|75|85|65|55|65|65|50|65||||||
B66311|CEP de l'Est de l'Ontario|195774|Ecole elementaire publique Seraphin-Marion|Public|Elementary|French|35|35|50|40|45|50|45|60||||||
B66311|CEP de l'Est de l'Ontario|383376|Ecole elementaire publique Terre des Jeunes|Public|Elementary|French|<10|15|15|<10|<10|10|15|15|<10|15||||
B66311|CEP de l'Est de l'Ontario|559458|Ecole elementaire publique Trille des Bois|Public|Elementary|French|70|65|80|75|75|65|55|50|45|15||||
B66311|CEP de l'Est de l'Ontario|616160|Ecole intermediaire Riviere-Rideau|Public|Elementary|French|||||||||10|||||
B66311|CEP de l'Est de l'Ontario|922609|Ecole secondaire des adultes Le Carrefour|Public|Secondary|French|||||||||||35|100|65|100
B66311|CEP de l'Est de l'Ontario|907430|Ecole secondaire publique De La Salle|Public|Secondary|French|||||||||||270|245|225|245
B66311|CEP de l'Est de l'Ontario|912662|Ecole secondaire publique Gisele-Lalonde|Public|Secondary|French|||||||||||170|195|170|165
B66311|CEP de l'Est de l'Ontario|898582|Ecole secondaire publique L'Academie de la Seigneurie|Public|Secondary|French|||||||||||15|35|15|<10
B66311|CEP de l'Est de l'Ontario|920550|Ecole secondaire publique L'Alternative|Public|Secondary|French|||||||||||15|10|25|95
B66311|CEP de l'Est de l'Ontario|907480|Ecole secondaire publique L'Equinoxe|Public|Secondary|French|||||||||||15|<10|<10|10
B66311|CEP de l'Est de l'Ontario|907464|Ecole secondaire publique L'Heritage|Public|Secondary|French|||||||||||80|30|45|40
B66311|CEP de l'Est de l'Ontario|949540|Ecole secondaire publique Le Sommet|Public|Secondary|French|||||||||||75|70|75|80
B66311|CEP de l'Est de l'Ontario|904945|Ecole secondaire publique Louis-Riel|Public|Secondary|French|||||||||||170|125|120|125
B66311|CEP de l'Est de l'Ontario|901539|Ecole secondaire publique Marc-Garneau|Public|Secondary|French|||||||||||20|10|20|15
B66311|CEP de l'Est de l'Ontario|930144|Ecole secondaire publique Maurice-Lapointe|Public|Secondary|French|||||||||||60|65|55|60
B66311|CEP de l'Est de l'Ontario|907472|Ecole secondaire publique Mille-Iles|Public|Secondary|French|||||||||||<10|20|<10|<10
B66311|CEP de l'Est de l'Ontario|907421|Ecole secondaire publique Omer-Deslauriers|Public|Secondary|French|||||||||||100|100|90|90
B66311|CEP de l'Est de l'Ontario|890139|Ecole secondaire publique Pierre-de-Blois|Public|Secondary|French|||||||||||15|||
B66303|CS Viamonde|023549|Academie Alexandre-Dumas|Public|Elementary|French|30|30|25|20|25|30|25|25||||||
B66303|CS Viamonde|199761|Academie La Pinede|Public|Elementary|French|<10|10|15|15|15|20|15|10||||||
B66303|CS Viamonde|165468|Academie de la Moraine|Public|Elementary|French|15|20|20|20|25|25|20|20||||||
B66303|CS Viamonde|165409|Academie de la Tamise|Public|Elementary|French|25|25|25|40|40|55|35|45||||||
B66303|CS Viamonde|117382|College francais elementaire|Public|Elementary|French|||||||||65|65||||
B66303|CS Viamonde|918997|College francais secondaire|Public|Secondary|French|||||||||||50|50|40|40
B66303|CS Viamonde|156167|Ecole elementaire Antonine Maillet|Public|Elementary|French|15|25|25|25|35|25|25|20||||||
B66303|CS Viamonde|165441|Ecole elementaire Carrefour des Jeunes|Public|Elementary|French|55|55|50|55|45|50|60|55||||||
B66303|CS Viamonde|393396|Ecole elementaire Chantal-Benoit|Public|Elementary|French|<10|<10|<10|<10|<10|<10|<10|<10||||||
B66303|CS Viamonde|447621|Ecole elementaire Charles-Sauriol|Public|Elementary|French|60|65|60|55|55|45|40|30||||||
B66303|CS Viamonde|474256|Ecole elementaire David-Saint-Jacques|Public|Elementary|French|||||||||30|15||||
B66303|CS Viamonde|342322|Ecole elementaire Dyane-Adam|Public|Elementary|French|20|<10|10|<10|<10|10|<10|<10||||||
B66303|CS Viamonde|186910|Ecole elementaire Etienne-Brule|Public|Elementary|French|||||||||55|55||||
B66303|CS Viamonde|194069|Ecole elementaire Felix-Leclerc|Public|Elementary|French|20|25|15|25|20|25|30|30||||||
B66303|CS Viamonde|532816|Ecole elementaire Franco-Jeunesse|Public|Elementary|French|||||||||20|20||||
B66303|CS Viamonde|004367|Ecole elementaire Franco-Niagara|Public|Elementary|French|15|<10|<10|10|<10|<10|15|10||||||
B66303|CS Viamonde|165212|Ecole elementaire Gabriel-Dumont|Public|Elementary|French|||||||||90|95||||
B66303|CS Viamonde|497134|Ecole elementaire Gabrielle-Roy|Public|Elementary|French|55|40|40|45|30|25|45|30||||||
B66303|CS Viamonde|572312|Ecole elementaire Gaetan-Gervais|Public|Elementary|French|||||||||50|40||||
B66303|CS Viamonde|156264|Ecole elementaire Georges-P-Vanier|Public|Elementary|French|||||||||35|35||||
B66303|CS Viamonde|165417|Ecole elementaire Horizon Jeunesse|Public|Elementary|French|25|30|25|25|25|20|20|15||||||
B66303|CS Viamonde|282260|Ecole elementaire Jeanne-Lajoie|Public|Elementary|French|55|50|55|55|55|55|45|50||||||
B66303|CS Viamonde|156183|Ecole elementaire Jeunes sans frontieres|Public|Elementary|French|||||||||105|125||||
B66303|CS Viamonde|165395|Ecole elementaire L'Envolee|Public|Elementary|French|25|25|20|25|25|35|35|25||||||
B66303|CS Viamonde|156256|Ecole elementaire L'Harmonie|Public|Elementary|French|35|50|50|55|35|50|35|30||||||
B66303|CS Viamonde|419354|Ecole elementaire L'Heritage|Public|Elementary|French|15|25|10|15|20|15|15|15|15|10||||
B66303|CS Viamonde|165450|Ecole elementaire L'Odyssee|Public|Elementary|French|15|20|40|10|15|15|15|10||||||
B66303|CS Viamonde|302481|Ecole elementaire La Fontaine|Public|Elementary|French|20|20|20|10|15|25|15|10||||||
B66303|CS Viamonde|019735|Ecole elementaire La Mosaique|Public|Elementary|French|60|80|75|90|60|55|55|65||||||
B66303|CS Viamonde|191313|Ecole elementaire La Pommeraie|Public|Elementary|French|45|50|40|30|25|45|35|35||||||
B66303|CS Viamonde|032247|Ecole elementaire La Source|Public|Elementary|French|20|40|30|35|40|45|50|55||||||
B66303|CS Viamonde|165000|Ecole elementaire LaMarsh|Public|Elementary|French|25|30|30|20|20|15|15|15|<10|15||||
B66303|CS Viamonde|309192|Ecole elementaire Laure-Riese|Public|Elementary|French|35|35|30|35|45|40|35|30||||||
B66303|CS Viamonde|442869|Ecole elementaire Le Caron|Public|Elementary|French|||||||||35|30||||
B66303|CS Viamonde|539105|Ecole elementaire Le Flambeau|Public|Elementary|French|50|40|40|40|40|35|40|40||||||
B66303|CS Viamonde|311090|Ecole elementaire Les Rapides|Public|Elementary|French|15|25|10|25|20|20|15|20||||||
B66303|CS Viamonde|480785|Ecole elementaire Louise-Charron|Public|Elementary|French|10|15|20|20|15|<10|15|15||||||
B66303|CS Viamonde|010340|Ecole elementaire Marie-Curie|Public|Elementary|French|40|30|35|35|35|40|35|35||||||
B66303|CS Viamonde|328910|Ecole elementaire Mathieu-da-Costa|Public|Elementary|French|15|25|15|30|30|15|20|20||||||
B66303|CS Viamonde|157909|Ecole elementaire Micheline-Saint-Cyr|Public|Elementary|French|25|20|25|15|<10|15|<10|15||||||
B66303|CS Viamonde|232544|Ecole elementaire Norval-Morrisseau|Public|Elementary|French|||||||||35|35||||
B66303|CS Viamonde|164941|Ecole elementaire Nouvel Horizon|Public|Elementary|French|20|20|20|15|15|15|25|20||||||
B66303|CS Viamonde|619655|Ecole elementaire Patricia-Picknell|Public|Elementary|French|15|20|20|10|20|15|25|20||||||
B66303|CS Viamonde|042108|Ecole elementaire Paul-Demers|Public|Elementary|French|30|20|25|15|25|10|20|15||||||
